17,-5178,-12142,7366
18,-12,-11276,7132
19,1758,-8202,5020
21,2288,202,4392
22,176,1548,6254
23,-2948,742,9304
25,-5756,-5230,9174
26,-4936,-9416,6956
28,-456,-10166,7172
29,1006,-8646,7838
30,1762,-2214,4574
32,980,1548,5970
33,-494,562,7664
34,-3888,-3804,7246
36,-2866,-7750,8400
37,-1568,-8928,4940
39,1954,-6462,5606
40,1948,-3952,7706
41,-1134,2454,6424
43,-2974,2242,6794
44,-5548,-4572,11138
45,-4896,-7956,6880
47,-3230,-11138,7560
48,1410,-9162,7882
49,2202,-5434,5506
51,2238,1530,6430
52,-2650,2064,7816
54,-4668,1660,10174
55,-6274,-7532,8616
56,-3484,-10532,6532
58,-1268,-11724,8046
59,2790,-7448,5040
61,3084,-3380,4504
62,2760,1302,6608
63,-2550,1162,5978
65,-3082,-1694,9950
66,-3058,-9748,7754
67,-300,-8068,6932
69,250,-6684,8110
70,1300,-1812,6496
72,-614,1546,7830
73,-4502,446,8762
74,-5662,-2756,9586
76,-5632,-10806,7308
77,-1124,-11878,6056
78,1136,-7074,7272
80,1770,-3026,5182
81,870,2156,5514
83,-1478,2072,9866
84,-5836,-1036,9782
85,-5588,-10784,7656
87,-1370,-12864,7050
88,986,-11398,5432
89,3922,-4822,4606
91,3062,-192,5574
92,1600,2270,7284
94,-3716,-536,8186
95,-4842,-4310,8554
96,-4452,-10292,7090
98,-414,-9964,6534
99,990,-3024,6674
101,200,-686,7362
102,-1128,288,7266
103,-4834,-664,8472
105,-5332,-5266,9274
106,-4756,-11772,6530
107,-82,-9922,5808
109,2098,-7402,6378
110,910,158,5708
112,-1048,2558,6472
113,-2502,-1974,10622
114,-5504,-4630,7692
116,-4946,-8322,7680
117,680,-12726,7060
118,2874,-9346,5122
120,3814,-1360,5510
121,1364,1766,5924
123,-1034,1310,8460
124,-5322,-2150,10194
125,-5318,-6414,6504
127,-2246,-10988,7752
128,-194,-9728,9116
130,1868,-1668,5258
131,826,558,6106
132,-1674,762,8298
134,-4524,-2440,8558
135,-4974,-7288,9346
136,-3168,-10576,6062
138,600,-8682,7496
139,1672,-6612,7280
140,1720,1092,5306
142,-2540,1650,8490
143,-4606,-780,8830
145,-4410,-7046,7324
146,-2180,-10926,6490
147,-606,-10374,5952
149,4178,-6928,4690
150,3598,-3252,4990
151,-184,4580,6716
153,-3660,1192,9416
154,-5014,-3408,7978
156,-4056,-9198,7220
157,-2786,-12026,8154
158,1342,-7494,6302
160,2186,-4370,5192
161,1592,1850,6718
162,-3160,1858,7550
164,-5198,-1088,9554
165,-3872,-9052,7202
167,-2526,-9798,6218
168,-960,-8338,7604
169,544,-4566,6316
171,1286,-926,7026
172,-3098,832,7898
173,-4248,-2186,8628
175,-4936,-10228,6586
176,-412,-10676,5976
178,1362,-10450,5804
179,3712,-3570,5350
180,2006,1028,5346
182,406,2426,8434
183,-5468,542,9700
184,-6132,-3158,7730
186,-3104,-12126,7842
187,-1098,-11568,7988
189,1290,-4962,5398
190,2488,-2080,5552
191,806,1258,7288
193,-4328,996,8720
194,-5964,-3044,10250
195,-5676,-10146,6388
197,-2048,-9800,7600
198,680,-9630,6178
200,872,-2442,5558
201,1214,-96,6376
202,-988,-692,6468
204,-4124,-3772,8002
205,-3470,-9134,6952
206,544,-9452,4454
208,2778,-8284,5332
209,2916,-6212,6014
211,-50,3430,4770
212,-2222,2490,8402
213,-4680,-1592,9426
215,-5496,-6700,7216
216,-3832,-12454,8622
217,1610,-9944,5780
219,2152,-5612,5600
220,2274,542,5956
222,-1334,2830,6648
223,-4446,-1434,10706
224,-6156,-5806,8766
226,-4282,-9142,8216
227,-94,-10292,7680
228,1282,-7692,6028
230,2602,-4824,6080
231,368,434,6572
233,-1552,798,6492
234,-3592,-6450,9230
235,-2238,-8720,7954
237,-1096,-8636,5550
238,2206,-6876,6898
239,2236,-2170,6496
241,708,1584,7692
242,-3858,692,8638
244,-5208,-1040,9360
245,-4280,-9980,7082
246,-1948,-11282,6950
248,504,-7350,7088
249,2482,-4380,5156
250,1462,8,7376
252,-3280,2586,8334
253,-6320,146,10528
255,-6542,-8996,7960
256,-3164,-11114,7568
257,-320,-11966,6926
259,2720,-6594,4574
260,3052,-2326,4954
261,2002,790,6438
263,-3090,30,6664
264,-4134,-3486,9542
266,-1720,-8980,6648
267,-6,-8194,5252
268,1146,-4818,7204
270,1236,-768,6148
271,-572,862,7970
273,-4846,-882,8864