2,-688,-8554,6082
4,-1864,-7110,9546
5,-46,164,7044
6,-702,1042,5986
8,-2980,-630,10316
9,-4530,-7288,9468
11,-2228,-9184,7120
12,-480,-7794,5846
13,-22,-6740,8186
15,126,-3924,6318
16,-630,1698,6344
17,-2720,-384,8520
19,-4442,-7186,7800
20,-902,-9978,6716
22,1300,-11186,4602
23,2024,-5448,6130
24,1848,-2936,6140
26,720,3632,6628
27,-4552,2124,8032
28,-6576,-2414,10098
30,-6252,-9728,8162
31,-832,-11006,6134
32,1412,-6674,7452
34,2902,-3618,5970
35,1278,1354,5530
37,-1158,2716,7604
38,-7488,-2220,11610
39,-8058,-9180,8318
41,-1900,-12674,5894
42,1038,-12578,7876
44,4330,-5614,5532
45,3964,-1164,4268
46,2652,3114,5834
48,-4280,1416,8428
49,-6630,-4538,10228
50,-6006,-10098,5818
52,-294,-11462,5370
53,1092,-9634,7838
54,3388,-2150,6086
56,2844,1908,5304
57,348,1402,7034
59,-5086,-3364,9452
60,-6084,-7150,6530
61,-2282,-9200,4970
63,-1122,-9672,9246
64,360,-2888,7900
66,496,394,6212
67,76,-922,7664
68,-4622,-3706,8896
70,-4318,-6544,6886
71,-2468,-9818,4894
72,210,-6940,5846
74,-308,-6374,7636
75,-230,-178,6952
76,-702,950,8520
78,-2758,-4384,8672
79,-2936,-7454,7874
81,2,-10090,4652
82,1784,-7000,5480
83,1628,-5284,6866
85,624,1190,7402
86,-2204,2744,7374
88,-5626,-3636,10332
89,-5550,-8216,10474
90,-2704,-10634,5046
92,1610,-8808,6676
93,2126,-6552,6506
94,2236,1668,4730
96,-2398,3868,6506
97,-5308,1238,11134
99,-7460,-8020,10266
100,-3996,-11236,7498
101,-1004,-11468,6982
103,3830,-8282,7056
104,4560,-4364,3802
105,3310,3240,4264
107,-2588,3064,6764
108,-5214,-5326,11066
110,-5674,-8832,8828
111,-1806,-11144,6764
112,1594,-8838,7838
114,2674,-4506,7394
115,3062,-1238,4682
116,-760,3728,5230
118,-4382,582,11014
119,-6310,-7892,10338
120,-4172,-10092,5860
122,-2126,-10094,8450
123,28,-6400,8192
125,1320,-2148,5960
126,1934,1310,6460
127,-2742,-1352,7110
129,-4670,-3104,9440
130,-2076,-10510,6632
132,-722,-8708,5448
133,58,-6382,8866
134,280,-3760,8250
136,564,1430,6256
137,-2160,-1092,8136
138,-3074,-4406,9278
140,-2548,-9284,5524
141,796,-8918,4458
143,1358,-4432,6998
144,-326,-1506,7246
145,-822,1498,7974
147,-3442,-748,9636
148,-6322,-3896,10532
149,-4926,-8658,6836
151,62,-9924,5138
152,1772,-8696,6774
153,1830,-1788,5894
155,-320,1868,5058
156,-3126,3174,9970
158,-6900,-4784,11310
159,-5528,-8524,8730
160,-2208,-12158,6758
162,3128,-10962,6870
163,4134,-2662,4118
165,3146,1110,3666
166,-484,3452,8098
167,-6878,-1312,10908
169,-7638,-6582,11110
170,-4186,-11494,6218
171,784,-10972,7168
173,2326,-7400,7096
174,2912,60,4642
175,912,4440,4984
177,-3016,2870,9274
178,-7878,-5594,11810
180,-6858,-8920,5354
181,-3892,-11596,7510
182,-256,-10182,9046
184,1954,-5314,5540
185,1828,1664,5676
186,414,560,5760
188,-3722,-3688,8844
189,-3896,-8730,8698
191,-3012,-8834,5080
192,166,-7702,7598
193,146,-6596,8834
195,1720,1424,6738
196,-666,1112,6362
197,-1692,-744,8808
199,-2296,-7700,7140
200,-1100,-8502,5494
202,298,-7164,7034
203,-394,-4522,7834
204,-864,-1118,7472
206,-3108,598,8556
207,-5294,-1724,10232
208,-5738,-8678,7810
210,-1714,-10270,6494
211,850,-10516,6182
213,870,-4820,6856
214,1086,-1352,5234
215,-1298,1466,7606
217,-5294,-1166,10206
218,-6178,-9732,7466
219,-890,-10680,6118
221,1760,-11728,5966
222,3162,-5568,5410
224,3736,-1438,3758
225,1474,2408,6588
226,-5440,1120,9792
228,-7704,-2676,9398
229,-6166,-10046,6952
230,-340,-11770,6488
232,1262,-9644,8602
233,3642,-3120,5416
235,2112,2820,4222
236,-460,2104,7662
237,-7618,-1986,11716
239,-8044,-7564,6928
240,-3156,-10864,5728
241,-334,-12800,8328
243,726,-4060,5698
244,3394,550,5076
246,2498,1900,6212
247,-3856,-1100,7808
248,-5160,-5332,9820
250,-4682,-9708,4786
251,90,-8764,5596
252,-68,-9200,8306
254,2020,-804,6620
255,1320,1232,5872
257,-538,-942,8110
258,-4358,-5610,9492
259,-3324,-7910,4434
261,-98,-8190,4978
262,-826,-7484,8064
264,-1268,-968,7770
265,-1264,1320,6738
266,-2860,-1840,10206
268,-5360,-6218,10550
269,-3000,-8716,4328
270,-516,-9406,4708
272,450,-7868,7380
273,1084,-662,5854
275,-620,1388,5654