136,-1164,3384,-1116
138,-1090,3376,-1100
139,-1180,3616,-1028
140,-1120,3598,-910
142,-1048,3390,-766
143,-1140,3126,-580
145,-1184,3398,-532
146,-1112,3648,-758
147,-910,3106,-834
149,-1102,3356,-760
150,-1468,3626,-620
151,-1120,3452,-784
153,-1104,3650,-936
154,-842,3222,-934
155,-1070,3500,-788
157,-1268,3428,-1144
158,-1038,3290,-1090
160,-880,3364,-1270
161,-1006,3608,-1516
162,-1046,3408,-1324
164,-1226,3492,-1672
165,-978,3456,-1458
166,-810,3394,-1704
168,-1072,3528,-1514
169,-928,3310,-1240
171,-1022,3442,-1388
172,-834,3202,-1594
173,-764,3346,-1468
175,-1158,3644,-1202
176,-1094,3348,-1242
178,-1060,3308,-1062
179,-1242,3546,-1068
180,-1150,3758,-976
182,-988,3330,-776
183,-1030,3116,-870
184,-1202,3182,-582
186,-1212,3666,-466
187,-812,3230,-786
189,-898,3204,-696
190,-1322,3726,-490
191,-1146,3452,-472
193,-1144,3500,-906
194,-1002,3290,-998
195,-850,3420,-952
197,-990,3308,-1054
198,-1138,3380,-1148
199,-1222,3328,-1476
201,-1082,3676,-1390
202,-1060,3706,-1562
204,-1138,3322,-1212
205,-1136,3576,-1446
206,-994,3392,-1632
208,-810,3492,-1820
209,-1186,3700,-1352
211,-958,3320,-1534
212,-992,3226,-1432
213,-896,3264,-1294
215,-1092,3698,-1258
216,-1036,3582,-1318
217,-880,3304,-1152
219,-1298,3398,-878
220,-1352,3666,-844
221,-952,3566,-912
223,-818,3222,-1094
224,-1030,3302,-636
226,-1274,3588,-368
227,-1100,3530,-740
228,-1018,3330,-872
230,-1276,3650,-724
231,-1136,3534,-448
233,-1074,3382,-828
234,-1190,3390,-910
235,-840,3356,-1092
237,-882,3260,-984
238,-1146,3560,-820
239,-1076,3206,-1314
241,-1000,3410,-1434
242,-864,3576,-1736
244,-880,3186,-1566
245,-1122,3588,-1408
246,-1128,3292,-1312
248,-902,3254,-1606
249,-1010,3598,-1414
250,-790,3396,-1550
252,-1042,3390,-1442
253,-1002,3286,-1318