61,74,2754,-4462
63,280,2288,-4860
64,-630,5306,-5482
65,1342,3200,-5740
67,1374,4390,-3782
68,-2470,4338,-2586
70,-748,2778,-3518
71,-208,3940,-3426
72,-958,3582,-1906
74,-1516,3630,478
75,-1890,3218,140
76,-1418,2496,756
78,-1540,3754,1698
79,-1974,3038,1622
81,-1166,1808,3222
82,-3136,3778,3258
83,-2270,2196,2768
85,-3080,4768,1668
86,-330,2274,1294
87,-1452,2086,2324
89,-3384,3816,1788
90,-328,2962,652
92,874,3766,-1330
93,-1908,4000,-824
94,-900,3066,-1130
96,-308,4038,-2272
97,-476,4252,-3614
98,366,3444,-4770
100,400,3950,-4628
101,-92,3762,-4524
103,-70,3732,-4212
104,-642,4846,-5164
105,528,4244,-6042
107,-120,3174,-4882
108,-2618,4578,-2962
109,-1816,2842,-2716
111,264,3066,-3570
112,-330,3504,-1694
113,-1960,3542,114
115,-2400,4082,506
116,-1808,2384,390
118,-1882,2952,890
119,-2008,3814,1972
120,-1512,2234,2482
122,-4448,4232,3754
123,-2372,2772,3086
125,-2082,5024,2488
126,-1978,3994,1790
127,-3082,2640,3042
129,-2870,4302,1864
130,-2190,4086,2
131,306,2876,-1106
133,-1426,4368,-1038
134,-1368,2582,-844
136,-196,3622,-2042
137,-1532,4862,-4376
138,1062,2932,-4130
140,270,4516,-4486
141,-328,2504,-4670
142,-550,3046,-4244
144,-1138,4998,-5534
145,1586,2890,-5918
147,768,2566,-5528
148,-1610,4622,-2376
149,-558,3242,-2546
151,440,2866,-3524
152,-886,3196,-2098
153,-1506,3848,-906
155,-2106,3984,152
156,-1512,2332,650
158,-1780,3152,1102
159,-1818,3112,1760
160,-998,1602,1484
162,-3316,3664,3488
163,-1942,2082,2804
164,-2808,3934,3120
166,-2412,2502,1574
167,-1590,2054,2840
169,-3078,3672,1598
170,-116,3230,716
171,488,3168,36
173,204,4032,-774
174,-782,3078,-1104
176,210,3116,-1886
177,-290,3510,-3912
178,-52,3062,-4176
180,462,4450,-4448
181,568,2814,-4602
182,-650,2740,-4270
184,-204,4428,-4940
185,1450,3778,-5756
187,980,3036,-5146
188,-1746,3648,-3120
189,-1450,3912,-2972
191,-34,3194,-3622
192,-306,2898,-1696
194,-1232,4168,-204
195,-2362,3768,796
196,-1626,3052,802
198,-2122,3266,858
199,-1876,3604,1600
200,-1210,2148,2222
202,-4506,4192,3874
203,-2260,2718,3284
205,-2150,5094,2394
206,-1702,3968,1128
207,-324,2656,2714
209,-3130,4314,1980
210,-2204,4214,294
211,338,2800,-1182
213,-1398,4368,-892
214,-1312,2502,-1148
216,-426,3964,-1766
217,-1314,4534,-4256
218,574,3608,-4100
220,192,5160,-4542
221,374,2150,-4726
223,-1014,3198,-4274
224,-1534,4988,-5464
225,1662,3342,-5724
227,832,2800,-5642
228,-1188,3976,-2510
230,-1100,3764,-2280
231,48,3450,-3302
232,-866,3078,-2542
234,-1486,3782,-1222
235,-2100,3170,458
236,-1666,2622,908
238,-2180,3194,1606
239,-1438,3120,1498
241,-538,1550,1392
242,-2868,4346,3882
243,-2180,2198,2948
245,-2804,3564,1452
246,-738,2886,1224
248,-1044,2054,2742
249,-3424,3950,1568
250,-874,3574,1156
252,1068,2720,-1382
253,-2186,4484,-884
254,-848,3100,-1092
256,430,4758,-1774
257,-882,3880,-3388
259,466,1994,-4306
260,124,5252,-4584
261,638,3284,-4776
263,-666,4086,-4362
264,-320,3770,-5076
266,1140,3640,-5602